CLASE_VIV,SEXO,EDAD,ENT_PAIS_NAC,DHSERSAL1,RELIGION,HLENGUA,HESPANOL,ASISTEN,NIVACAD,SITUA_CONYUGAL,HIJOS_NAC_VIVOS,ZIP_CODE
1,1,106,11,2,1,1,1,1,8,3,1,6509
1,1,51,2,1,1,1,1,1,7,1,4,6508
4,1,41,19,5,2,1,1,1,4,6,4,238
1,1,36,12,3,1,1,1,1,7,6,5,18
1,2,41,21,1,1,1,1,1,4,6,24,1537
4,1,31,7,2,3,2,2,2,4,8,1,180
2,1,28,7,8,1,1,1,1,4,6,2,381
1,1,25,12,3,1,1,1,1,7,1,3,36
1,2,61,14,2,1,1,1,1,3,1,24,91
1,1,46,17,1,1,1,1,1,7,7,3,2937
1,1,14,24,1,1,1,1,2,3,3,1,1532
1,1,16,5,3,1,1,1,2,8,3,1,6507
1,1,27,19,3,1,1,1,1,3,6,3,132
1,1,41,17,1,1,1,1,1,8,6,3,16743
1,1,69,14,5,1,1,1,1,4,4,2,1331
1,2,6,20,3,1,1,1,2,2,2,24,1884
1,1,2,4,2,1,3,1,3,10,2,24,365
3,1,43,7,3,1,1,1,1,7,4,4,894
1,2,44,12,3,1,1,1,1,3,6,24,110
1,2,58,6,1,1,1,1,1,7,5,24,5123
1,1,20,12,1,1,1,1,2,4,3,1,6
3,1,30,24,1,1,1,1,1,4,3,1,1599
1,2,18,36,3,3,1,1,2,5,3,24,1656
3,2,53,28,3,8,1,1,1,3,7,24,1164
1,1,35,14,3,6,2,2,1,7,7,4,816
1,1,26,2,1,1,1,1,1,8,3,1,6506
1,2,28,6,2,1,1,1,1,4,3,24,3407
1,1,16,9,2,1,1,1,1,7,3,1,902
1,1,20,15,5,1,1,1,2,8,3,1,1564
1,1,40,7,1,1,1,1,1,4,1,2,423
1,1,46,7,5,1,1,1,1,14,6,3,653
4,2,27,8,1,1,1,1,2,12,3,24,2160
3,2,2,9,2,1,3,1,3,10,2,24,1125
1,2,22,15,1,1,1,1,2,4,3,24,1322
1,1,36,10,2,1,1,1,1,7,4,4,6505
1,2,60,25,1,11,1,1,1,7,7,24,51
1,1,46,7,5,1,1,1,1,7,1,3,301
1,1,86,12,3,1,1,1,1,3,4,3,383
2,2,40,15,1,1,1,1,1,13,3,24,1980
1,1,23,16,2,24,2,2,1,7,7,4,15
1,1,58,22,2,1,1,1,1,3,4,3,426
1,2,49,12,3,1,1,1,1,3,8,24,63
4,1,64,9,1,1,1,1,1,3,4,2,984
1,2,18,14,3,1,1,1,1,3,3,24,963
1,1,28,19,2,1,2,2,1,7,3,1,443
3,1,31,8,2,1,1,1,1,4,7,1,1655
2,2,19,12,1,1,1,1,2,8,3,24,232
1,1,47,24,4,3,1,1,1,8,5,2,1472
1,1,34,35,1,2,1,1,1,6,7,3,16742
1,1,11,12,3,1,1,1,2,3,2,24,220
1,2,18,18,1,1,1,1,2,8,3,24,16751
1,1,38,14,1,1,1,1,1,4,7,3,661
1,2,4,17,7,3,1,1,1,9,2,24,3613
3,2,76,19,3,1,1,1,1,3,6,24,264
1,1,24,20,1,1,1,1,2,4,3,3,1634
1,2,53,27,4,1,1,1,1,4,7,24,587
1,1,48,2,1,1,1,1,1,3,3,4,2694
1,1,30,20,3,1,1,1,1,5,1,3,1359
1,1,78,12,1,1,1,1,1,3,6,9,607
1,2,12,2,3,3,1,1,2,3,2,24,2963
3,2,65,28,1,3,1,1,1,8,6,24,937
3,2,29,14,1,8,1,1,1,8,1,24,524
1,2,34,15,1,1,1,1,1,4,6,24,2227
1,2,15,30,5,1,1,1,2,7,3,24,2918
1,1,15,2,2,1,1,1,2,7,3,1,2917
3,2,22,19,3,1,1,1,2,8,3,24,114
1,2,6,13,5,1,1,1,2,2,2,24,2541
1,1,9,3,3,17,1,1,2,3,2,24,914
1,1,50,4,3,1,1,1,1,3,1,5,789
1,2,23,30,2,1,1,1,1,8,7,24,2649
1,2,45,19,3,1,2,3,1,9,9,24,126
3,2,37,14,1,8,1,1,1,8,7,24,694
1,1,67,22,1,7,1,1,1,3,6,5,534
1,2,13,28,3,1,2,2,2,3,3,24,686
1,2,27,2,4,17,1,1,1,4,6,24,2916
1,1,46,19,1,8,1,1,1,7,5,3,68
3,1,46,7,1,1,1,1,1,8,7,5,755
3,2,40,7,3,1,1,1,1,7,5,24,375
1,1,24,29,2,1,1,1,1,7,1,2,1100
4,1,36,7,2,17,1,1,1,8,6,3,844
1,1,50,16,5,1,1,1,1,4,6,3,53
1,1,25,2,2,1,1,1,1,4,3,1,5118
1,2,2,12,1,1,3,1,3,10,2,24,314
1,2,17,19,3,1,1,1,2,7,3,24,142
1,1,5,24,1,3,1,1,2,9,2,24,1419
1,1,1,25,3,1,3,1,3,10,2,24,7
1,1,30,18,3,2,1,1,1,7,7,3,16782
1,2,13,5,1,1,1,1,2,3,3,24,16781
1,1,15,14,2,1,1,1,2,3,3,1,181
1,2,1,8,3,1,3,1,3,10,2,24,2271
3,2,73,28,5,1,1,1,1,3,6,24,1131
1,1,50,19,2,1,1,1,1,3,7,4,396
1,2,8,15,9,1,1,1,2,2,2,24,1486
1,1,67,6,5,1,1,1,1,3,4,4,2915
3,2,31,20,2,1,2,2,1,3,1,24,2072
1,2,17,8,1,1,1,1,2,5,3,24,1234
1,1,22,6,1,1,1,1,2,4,3,1,2695
1,2,37,2,2,1,1,1,1,7,1,24,16829
1,1,31,14,3,6,1,1,1,8,1,2,436
1,2,58,2,8,1,1,1,1,4,6,24,2971
1,1,19,8,1,1,1,1,2,8,3,1,1752
1,2,7,11,3,1,1,1,2,2,2,24,5127
1,1,28,19,1,16,1,1,2,4,3,1,164
1,1,36,26,2,1,1,1,1,8,1,1,6471
2,1,28,2,4,1,1,1,1,6,6,3,3448
1,1,47,1,1,1,1,1,1,15,5,1,16828
1,1,67,8,1,1,1,1,1,7,4,5,2062
3,2,11,2,1,1,1,1,2,3,2,24,3447
1,2,16,12,5,2,1,1,2,7,3,24,632
1,2,26,8,7,1,1,1,1,4,1,24,1723
3,2,14,2,3,1,1,1,2,3,3,24,16827
1,1,58,15,1,1,1,1,1,4,6,2,1704
1,1,50,36,3,1,2,2,1,3,7,5,2172
3,1,29,2,2,3,1,1,1,7,1,1,5126
1,1,8,29,1,2,1,1,2,3,2,24,1180
1,1,6,5,1,1,1,1,2,2,2,24,16826
1,2,59,28,1,1,1,1,1,4,6,24,1133
3,1,29,7,5,1,1,1,1,4,3,1,244
1,1,27,29,3,3,1,1,1,7,1,3,1543
1,2,29,18,1,1,1,1,1,7,6,24,16825
1,2,62,12,2,2,1,1,1,7,6,24,90
1,1,50,28,3,1,1,1,1,3,1,3,1320
1,2,12,1,2,1,1,1,2,3,2,24,16824
4,1,4,7,3,8,1,1,1,9,2,24,144
1,2,21,12,9,1,1,1,1,8,3,24,348
1,2,16,4,2,2,1,1,1,7,3,24,185
4,1,67,7,2,7,1,1,1,7,4,2,279
1,1,72,21,3,1,2,2,1,3,6,4,2050
1,1,57,12,3,2,1,1,1,3,6,5,62
1,2,28,17,2,1,1,1,1,7,1,24,16823
1,2,20,8,2,2,1,1,1,3,3,24,2160
1,1,44,12,1,1,1,1,1,12,6,2,557
1,2,66,1,5,1,1,1,1,17,6,24,16876
3,2,36,7,2,1,1,1,1,8,3,24,770
1,1,57,20,5,1,1,1,1,13,5,3,1958
1,1,54,2,2,1,1,1,1,3,1,3,6443
6,1,24,2,1,3,1,1,1,7,6,1,16875
1,1,34,28,1,6,1,1,1,8,5,2,1037
3,2,18,2,1,1,1,1,2,8,3,24,16874
1,2,5,4,1,1,1,1,2,2,2,24,714
1,2,35,12,1,1,1,1,1,8,6,24,276
1,1,60,28,2,19,1,1,1,7,6,6,1211
1,1,27,2,3,2,1,1,1,3,7,2,6442
1,1,8,16,3,1,2,3,2,3,2,24,170
1,1,15,29,1,1,1,1,2,7,3,1,1345
1,1,2,17,3,1,3,1,3,10,2,24,3437
1,2,2,15,1,3,3,1,3,10,2,24,1880
3,2,52,9,5,1,1,1,1,4,9,24,1071
1,1,91,17,2,1,1,1,1,3,4,13,16873
1,2,12,28,3,1,1,1,2,3,2,24,686
1,1,40,29,1,6,1,1,1,7,1,4,1031
1,1,41,2,3,1,1,1,1,7,3,4,16872
1,1,5,25,3,1,1,1,2,2,2,24,85
1,2,62,12,1,1,1,1,1,3,5,24,415
1,2,64,4,3,1,1,1,1,3,6,24,580
1,1,42,7,5,1,1,1,1,8,6,3,565
3,2,38,11,7,2,1,1,1,7,7,24,16871
3,1,26,26,1,1,1,1,1,3,1,2,5111
1,2,23,7,2,1,1,1,2,4,3,24,1250
4,1,54,25,1,1,1,1,1,8,6,4,729
4,1,52,16,7,1,1,1,1,4,4,3,25
1,1,76,3,1,2,1,1,1,3,4,8,282
1,2,33,2,1,8,1,1,1,4,3,24,6441
1,1,74,25,3,1,1,1,1,2,6,7,409
1,1,23,1,1,1,1,1,1,8,3,1,16870
1,1,66,15,1,1,1,1,1,7,6,5,1803
4,2,32,12,2,1,1,1,1,4,3,24,87
1,1,43,14,1,1,1,1,1,8,6,4,417
4,1,36,4,1,1,1,1,1,4,3,1,580
3,2,15,19,3,1,1,1,2,3,3,24,371
3,2,47,2,2,1,1,1,1,1,6,24,16869
1,1,28,21,5,1,1,1,1,12,6,2,1932
3,2,7,21,3,7,1,1,2,3,2,24,2070
6,2,13,19,3,1,1,1,2,7,3,24,638
1,2,23,1,1,3,1,1,1,8,1,24,6458
1,1,13,14,2,1,1,1,2,3,3,1,823
1,2,4,24,2,1,1,1,1,9,2,24,1452
1,2,61,1,3,1,1,1,1,7,6,24,6457
1,2,65,21,1,18,2,2,1,3,6,24,1760
1,1,80,35,3,1,1,1,1,3,4,13,16954
1,2,63,2,3,1,1,1,1,3,3,24,6413
3,1,19,29,2,3,1,1,2,8,3,1,1262
1,1,14,8,3,1,1,1,2,7,3,1,1505
1,1,17,4,2,1,1,1,2,7,3,1,707
1,2,49,18,3,1,1,1,1,3,1,24,6412
3,1,30,2,3,1,1,1,1,3,1,3,6411
1,2,48,14,1,1,1,1,1,3,6,24,916
3,2,17,14,7,2,1,1,2,8,3,24,843
1,2,20,15,1,1,1,1,1,7,3,24,1769
1,2,33,24,1,3,1,1,1,4,7,24,1249
1,2,16,16,2,1,1,1,2,7,3,24,522
1,1,47,11,3,1,1,1,1,7,6,6,5155
1,2,13,2,1,1,1,1,2,7,10,24,5154
1,1,18,7,1,1,1,1,2,5,3,1,565
1,2,5,17,2,1,1,1,2,9,2,24,6410
6,2,31,2,2,2,1,1,1,3,5,24,16953
1,2,19,29,3,6,1,1,1,8,3,24,1668
4,2,8,6,1,1,1,1,2,3,2,24,2693
1,1,55,24,1,1,1,1,1,7,4,4,1492
1,1,17,8,1,1,1,1,2,7,3,1,1842
1,1,34,12,2,1,1,1,1,3,6,3,98
1,2,34,1,1,1,1,1,1,7,8,24,16952
3,1,59,27,1,1,1,1,1,9,4,10,751
1,1,52,2,3,1,1,1,1,7,6,5,6409
1,1,13,28,1,7,1,1,2,3,3,1,901
1,2,57,2,1,1,1,1,1,5,6,24,6408
1,2,19,2,2,1,1,1,1,5,3,24,6407
1,1,11,16,3,1,2,2,2,3,2,24,179
1,1,18,5,2,3,1,1,2,8,3,1,6406
3,1,29,28,3,1,2,2,1,7,1,3,1416
1,2,5,16,3,1,1,1,2,9,2,24,522
1,2,16,20,3,1,1,1,2,7,3,24,1387
1,1,66,2,2,2,1,1,1,13,7,6,6377
3,2,74,20,3,1,1,1,1,3,7,24,1705
1,2,27,14,1,3,1,1,1,4,3,24,786
2,1,56,12,1,1,1,1,1,7,8,5,82
1,1,63,16,2,2,1,1,1,3,5,4,239
3,2,14,2,3,1,1,1,2,3,3,24,6376
3,1,43,9,2,1,1,1,1,7,7,5,1074
1,1,50,11,3,1,1,1,1,3,6,6,6375
3,2,43,14,1,1,1,1,1,8,7,24,1123
1,1,22,36,3,2,1,1,1,7,7,3,2096
3,2,3,17,1,1,3,1,3,10,2,24,8072
1,1,43,12,1,1,1,1,1,3,6,4,550
1,1,63,16,1,1,1,1,1,3,6,5,137
1,1,50,7,1,1,1,1,1,7,5,6,1028
1,1,51,1,2,1,1,1,1,7,3,1,4822
1,1,24,12,3,1,1,1,1,7,1,3,154
1,2,39,29,1,1,1,1,1,3,1,24,1130
1,2,34,20,1,1,1,1,2,4,6,24,1362
4,2,35,28,1,3,1,1,1,3,1,24,903
1,1,11,36,5,1,1,1,2,3,2,24,2316
3,2,30,4,2,1,1,1,1,3,1,24,245
1,2,60,5,5,4,1,1,1,16,6,24,6374
1,2,69,11,10,1,2,2,1,3,6,24,17034
3,1,47,5,1,1,1,1,1,8,7,3,17033
1,1,49,28,3,1,1,1,1,3,4,6,1397
1,1,18,8,3,3,1,1,2,8,3,1,2272
1,1,60,15,1,1,1,1,1,13,6,2,2003
1,1,4,11,1,1,1,1,2,9,2,24,6373
4,2,51,7,3,3,2,2,1,16,1,24,631
1,1,6,20,3,3,1,1,2,2,2,24,1609
3,2,59,29,4,1,1,1,1,8,6,24,1139
1,2,25,2,3,1,1,1,1,7,1,24,16976
1,2,3,28,2,8,3,1,3,10,2,24,925
3,2,47,8,1,1,1,1,1,3,6,24,1446
1,1,18,7,1,3,1,1,2,7,3,1,241
3,2,31,7,2,1,1,1,1,8,3,24,875
1,2,1,5,3,1,3,1,3,10,2,24,3435
1,1,46,35,1,3,1,1,1,12,6,4,16975
1,2,32,29,2,1,1,1,1,8,3,24,1139
4,2,81,7,1,1,1,1,1,6,6,24,844
1,1,5,7,3,1,1,1,1,9,2,24,695
3,2,6,7,3,1,1,1,2,2,2,24,204
1,2,9,2,3,1,1,1,2,3,2,24,2953
1,1,2,26,1,1,3,1,3,10,2,24,6363
1,1,25,14,2,1,1,1,1,3,1,2,705
1,2,32,27,4,1,1,1,1,12,6,24,1023
1,1,44,26,1,3,1,1,1,4,8,2,17068
1,1,37,14,1,1,1,1,1,4,7,3,989
1,1,13,28,3,1,1,1,2,3,3,1,1348
1,2,45,2,2,1,1,1,1,7,6,24,6362
1,2,6,28,3,4,1,1,2,2,2,24,1198
1,2,78,20,1,1,1,1,1,3,7,24,1344
1,1,22,14,1,8,1,1,2,4,3,1,600
1,1,85,8,1,1,1,1,1,3,6,6,1999
1,2,34,7,1,1,1,1,2,7,5,24,480
1,2,57,24,3,1,1,1,1,3,1,24,1939
3,1,60,16,1,1,1,1,1,3,4,5,42
1,2,49,16,3,7,1,1,1,3,7,24,311
1,1,4,4,3,1,2,2,2,9,2,24,312
1,1,36,20,1,1,1,1,1,8,5,3,1770
1,2,32,16,3,3,1,1,1,7,1,24,263
3,2,62,22,2,1,1,1,1,9,3,24,968
1,1,1,4,1,1,3,1,3,10,2,24,781
1,2,41,8,1,1,1,1,1,3,6,24,1735
1,1,39,34,3,1,1,1,1,7,1,4,2432
1,1,74,21,3,1,2,3,1,9,6,8,2000
1,2,7,53,7,2,1,1,2,2,2,24,17067
1,2,38,8,3,1,1,1,1,3,3,24,2112
1,1,43,1,1,1,1,1,1,7,3,2,6361
1,2,17,31,3,1,1,1,2,7,3,24,17066
3,2,20,14,3,1,2,2,1,7,1,24,867
1,1,11,14,3,3,1,1,1,2,2,24,345
1,2,37,7,2,1,1,1,1,12,6,24,633
1,1,63,19,3,1,1,1,1,3,4,8,176
1,2,11,2,3,1,1,1,2,3,2,24,5181
1,2,47,28,3,1,2,2,1,3,7,24,619
1,2,40,21,1,1,1,1,1,4,6,24,1488
1,1,73,16,3,9,2,2,1,9,7,8,67
1,1,86,7,1,2,1,1,1,3,9,5,301
1,2,14,2,1,1,1,1,2,3,3,24,17065
3,2,3,3,5,1,3,1,3,10,2,24,341
1,2,1,2,2,1,3,1,3,10,2,24,6360
1,2,30,19,1,1,1,1,1,7,7,24,710
1,1,48,35,1,1,1,1,1,7,4,4,17064
1,1,56,16,1,6,1,1,1,9,5,4,231
1,1,55,2,1,1,1,1,1,6,7,3,5180
1,1,46,6,2,1,1,1,1,4,7,3,2493
1,1,6,4,2,2,1,1,2,2,2,24,448
1,2,60,2,3,2,1,1,1,3,7,24,5204
1,2,35,6,3,1,1,1,1,8,1,24,2635
1,1,48,14,1,1,1,1,1,4,7,2,998
1,2,57,3,1,1,1,1,1,3,6,24,336
1,1,15,9,3,1,1,1,2,7,3,1,1148
1,2,8,17,2,7,1,1,2,3,2,24,17115
3,2,28,2,1,1,1,1,1,4,3,24,6331
1,1,19,20,1,1,1,1,2,8,3,1,1869
4,1,11,2,2,1,1,1,2,3,2,24,5235
3,1,13,14,2,1,1,1,2,3,3,1,843
3,2,36,8,2,1,1,1,1,7,1,24,2267
3,2,19,28,2,1,2,2,2,8,3,24,468
1,1,81,12,3,1,1,1,1,3,6,8,155
1,2,72,15,3,1,1,1,1,7,7,24,1913
1,1,47,20,1,1,1,1,1,3,1,4,1214
5,2,54,7,3,1,1,1,1,7,7,24,844
1,1,8,2,3,15,1,1,2,3,2,24,3938
1,2,1,7,2,3,3,1,3,10,2,24,679
1,1,59,12,3,1,1,1,1,9,3,1,363
1,1,26,2,1,1,1,1,2,13,3,1,6330
1,1,11,4,1,1,1,1,2,3,2,24,441
1,2,3,14,3,1,3,1,3,10,2,24,407
1,2,15,2,4,7,1,1,2,7,3,24,5234
2,2,16,29,1,1,1,1,1,3,3,24,1396
1,1,77,16,3,1,2,3,1,9,4,12,8
1,1,76,2,1,1,1,1,1,3,6,5,17114
1,1,23,13,1,1,1,1,1,7,1,2,2300
1,1,3,15,1,1,3,1,3,10,2,24,1774
1,2,44,1,1,1,1,1,1,7,1,24,6329
1,2,19,28,2,1,1,1,1,7,1,24,1033
1,2,41,35,2,1,1,1,1,3,1,24,6328
1,2,16,2,5,2,1,1,1,7,3,24,17113
1,1,65,14,2,8,1,1,1,3,6,4,951
3,2,78,5,1,1,1,1,1,3,4,24,6327
1,2,14,7,1,1,1,1,2,3,3,24,350
1,2,41,6,1,1,1,1,1,6,7,24,2505
1,1,42,17,7,17,1,1,1,4,7,5,6326
3,1,41,7,2,1,1,1,1,7,5,3,991
1,1,5,14,3,1,1,1,2,2,2,24,953
1,1,62,28,3,1,1,1,1,3,9,10,1164
3,2,21,7,1,27,1,1,2,8,3,24,623
1,2,39,2,2,1,1,1,1,7,6,24,3822
1,1,35,5,3,1,1,1,1,4,6,3,6325
4,2,13,14,1,1,1,1,2,3,3,24,620
1,1,13,8,1,1,1,1,2,3,3,1,1346
1,2,24,8,1,1,1,1,1,8,7,24,1372
4,2,30,30,1,1,1,1,1,7,1,24,2814
1,1,42,4,2,1,1,1,1,7,7,3,868
1,2,14,16,9,3,1,1,2,7,3,24,32
1,1,22,27,2,1,1,1,1,7,1,3,1080
3,2,38,9,2,1,1,1,1,4,1,24,1432
1,1,21,11,1,1,1,1,1,8,3,1,6297
1,1,27,4,3,1,1,1,1,7,1,2,508
1,2,8,26,3,1,1,1,2,3,2,24,10370
1,2,51,16,3,1,2,2,1,3,7,24,194
1,1,20,19,3,1,1,1,2,8,1,1,347
1,1,13,5,1,1,1,1,2,7,3,1,3082
1,1,41,14,3,1,1,1,1,4,6,3,1179
1,2,22,7,1,1,1,1,1,8,3,24,204
3,1,39,2,1,1,1,1,1,8,5,3,6296
1,1,47,4,2,2,1,1,1,7,8,5,510
1,1,37,11,1,1,1,1,1,7,3,3,6295
1,1,48,22,1,1,1,1,1,7,6,5,390
4,2,39,7,1,1,1,1,1,12,6,24,915
1,1,20,4,2,1,1,1,2,8,3,1,965
3,1,21,14,1,1,1,1,1,3,5,2,361
1,2,81,2,1,1,1,1,1,9,6,24,17162
1,2,27,7,3,6,1,1,1,8,1,24,217
1,1,12,25,3,3,1,1,2,3,2,24,130
1,2,10,28,3,1,1,1,2,3,2,24,1037
3,1,64,2,1,1,1,1,1,7,7,5,17161
3,1,13,25,3,1,1,1,2,3,3,1,319
3,1,56,1,1,1,1,1,1,7,7,4,17160
1,2,40,18,2,1,1,1,1,4,6,24,2770
1,1,49,4,3,7,1,1,1,3,6,4,450
1,2,8,7,1,8,1,1,2,3,2,24,189
1,2,24,22,5,2,1,1,2,4,3,24,249
1,1,63,8,3,1,1,1,1,3,6,8,1684
3,1,37,2,1,1,1,1,1,7,5,3,5190
1,2,27,2,1,1,1,1,1,4,7,24,17159
1,2,31,12,2,1,1,1,1,8,5,24,121
1,1,21,8,2,1,1,1,2,4,3,1,1924
1,2,27,9,4,1,1,1,1,8,3,24,1489
1,1,58,12,1,1,1,1,1,3,1,6,248
1,2,2,7,2,1,3,1,3,10,2,24,113
1,1,20,17,1,1,1,1,1,8,1,1,6320
1,2,52,1,1,1,1,1,1,4,6,24,4700
3,2,26,19,1,7,1,1,1,3,7,24,615
3,1,71,4,1,1,1,1,1,9,4,4,892
1,1,40,2,4,1,1,1,1,4,6,1,5189
1,2,48,17,1,1,1,1,1,8,6,24,8651
1,1,17,14,5,1,1,1,2,5,3,1,745
1,2,75,21,1,1,1,1,1,3,6,24,1831
3,1,47,7,3,1,1,1,1,7,8,5,495
1,1,56,12,1,1,1,1,1,4,6,1,188
1,1,63,22,1,1,1,1,1,7,8,4,1617
3,2,37,3,8,1,1,1,1,3,7,24,629
3,1,70,7,1,2,1,1,1,3,6,3,679
1,2,38,8,1,3,1,1,1,4,6,24,2411
1,1,15,8,5,3,1,1,2,7,3,1,2255
3,1,10,4,1,1,1,1,2,3,2,24,1160
1,1,26,2,3,1,1,1,1,7,5,2,5188
3,2,59,14,2,3,1,1,1,3,7,24,941
1,1,14,21,2,1,1,1,1,7,3,1,2547
1,1,5,13,1,2,1,1,2,2,2,24,2627
2,1,69,8,1,1,1,1,1,3,4,1,1669
1,1,64,14,1,1,1,1,1,7,4,4,234
1,2,39,2,1,1,1,1,1,4,8,24,5230
2,2,14,15,1,1,1,1,2,3,3,24,1810
1,1,25,23,6,19,4,1,4,11,10,22,17195
4,1,53,2,2,1,1,1,1,4,3,3,6281
1,1,78,24,3,1,1,1,1,7,5,2,1848
1,1,19,7,2,1,1,1,2,8,3,1,424
1,1,60,14,1,1,2,2,1,3,6,6,943
1,1,26,4,1,1,1,1,2,8,1,1,242
7,1,50,16,2,5,1,1,1,7,5,4,24
1,2,19,6,1,2,1,1,2,8,3,24,2391
1,2,62,2,3,1,1,1,1,7,7,24,6280
3,2,4,2,3,1,1,1,2,2,2,24,3567
3,1,17,10,3,1,1,1,1,7,3,1,5229
1,2,12,16,10,1,2,2,2,3,2,24,22
1,2,35,29,1,1,1,1,1,8,3,24,1262
3,2,55,16,2,3,1,1,1,8,1,24,74
1,1,6,2,3,2,1,1,2,2,2,24,3363
1,1,1,16,3,5,3,1,3,10,2,24,21
1,1,47,5,1,1,1,1,1,7,1,5,6279
3,2,4,16,2,5,2,2,1,9,2,24,25
3,1,18,7,2,1,1,1,2,8,3,1,138
1,1,11,27,2,1,1,1,2,3,2,24,587
1,1,29,16,1,1,1,1,1,4,7,3,65
3,1,54,21,3,1,2,2,1,9,6,7,1488
1,1,49,14,5,1,1,1,1,4,3,1,743
1,1,35,11,3,1,2,2,1,7,1,4,5324
1,1,46,7,2,1,1,1,1,8,1,4,482
1,2,9,1,1,1,1,1,2,3,2,24,5228
1,1,51,1,5,1,1,1,1,12,6,3,6278
1,2,73,5,2,1,1,1,1,7,8,24,2864
3,2,5,4,2,1,1,1,1,9,2,24,1113
1,1,16,2,1,2,1,1,2,7,3,1,6277
1,1,39,24,1,1,1,1,1,4,6,4,2302
1,2,34,10,7,1,1,1,1,4,1,24,5227
1,1,37,23,6,19,4,1,4,11,10,22,17194
2,2,54,29,8,1,1,1,1,5,7,24,1451
1,1,29,7,5,1,1,1,1,8,1,3,301
1,1,67,25,3,1,1,1,1,3,1,12,16
1,2,45,8,3,2,1,1,1,7,6,24,1974
3,2,38,7,5,3,1,1,1,4,1,24,206
1,2,28,20,1,3,1,1,1,7,1,24,1366
1,1,20,15,1,1,1,1,2,8,3,1,2089
3,1,41,4,3,1,1,1,1,7,6,5,510
1,1,4,24,1,1,1,1,1,9,2,24,1170
1,1,27,14,2,1,1,1,2,4,3,1,437
1,1,58,11,3,1,1,1,1,3,1,22,17193
1,2,62,20,5,1,1,1,1,4,6,24,1052
3,2,25,9,1,1,1,1,1,7,1,24,1045
3,1,30,14,1,1,1,1,1,7,3,4,1038
3,2,68,7,2,1,1,1,1,8,4,24,633
1,2,13,18,3,1,1,1,2,3,3,24,6301
1,2,22,2,2,1,1,1,1,8,1,24,3674
1,2,43,5,3,3,1,1,1,9,1,24,6274
4,2,29,2,10,1,1,1,1,4,1,24,3124
1,1,58,28,1,9,1,1,1,5,6,3,1208
1,2,37,2,2,1,1,1,1,8,7,24,17191
1,1,25,11,1,3,2,2,1,8,1,1,6273
1,1,53,28,2,1,1,1,1,3,6,2,899
1,1,67,16,3,24,2,3,1,9,1,2,23
1,1,25,1,2,3,1,1,1,8,3,1,6272
1,2,2,6,1,1,3,1,3,10,2,24,2347
3,2,53,4,4,1,2,2,1,3,9,24,290
2,2,23,2,1,3,1,1,2,4,3,24,6271
3,2,50,14,5,3,1,1,1,4,1,24,407
1,1,69,14,1,1,1,1,1,8,4,4,461
3,2,11,26,3,1,1,1,2,3,2,24,17190
1,2,54,12,2,1,1,1,1,3,6,24,83
3,2,28,2,1,3,1,1,1,7,1,24,3395
1,2,43,2,1,1,1,1,1,8,7,24,3808
1,1,72,3,1,2,1,1,1,7,5,6,336
1,2,50,28,1,1,1,1,1,3,3,24,1212
1,1,7,21,1,1,1,1,2,2,2,24,2547
1,2,9,14,3,1,1,1,1,3,2,24,998
1,2,26,24,1,1,1,1,1,8,7,24,1781
1,1,44,28,1,1,1,1,1,4,8,3,1720
1,1,29,26,3,8,1,1,1,7,3,3,6270
1,1,10,1,1,3,1,1,2,3,2,24,6269
3,1,52,7,3,1,1,1,1,7,1,4,956
1,2,18,26,1,1,1,1,2,8,3,24,17189
4,1,3,2,5,1,3,1,3,10,2,24,5267
1,1,36,14,2,1,1,1,1,3,3,1,515
1,1,38,16,3,1,1,1,1,3,1,3,3
3,2,29,1,1,2,1,1,1,4,6,24,3679
3,1,55,28,3,2,1,1,1,3,5,9,900
1,1,61,1,1,1,1,1,1,1,7,4,3685
1,2,37,14,3,1,1,1,1,3,6,24,941
1,1,58,11,1,1,1,1,1,4,3,1,6268
1,1,45,11,2,1,1,1,1,8,6,3,6267
1,2,25,2,2,1,1,1,1,3,3,24,4730
1,2,26,14,3,1,1,1,1,8,3,24,1166
1,1,19,15,2,1,1,1,2,8,3,1,1567
1,2,24,9,2,1,1,1,1,7,3,24,1074
1,1,1,12,3,1,3,1,3,10,2,24,155
1,1,61,2,2,1,1,1,1,3,7,4,17188
4,1,41,2,1,1,1,1,1,4,6,2,5265
1,1,8,5,1,1,1,1,2,3,2,24,6216
3,2,36,14,2,1,1,1,1,6,1,24,364
1,1,56,26,1,1,1,1,1,7,6,4,17306
4,2,10,13,1,3,1,1,2,3,2,24,2639
1,2,75,17,3,1,1,1,1,9,6,24,17305
1,1,4,12,3,1,1,1,2,2,2,24,84
1,2,36,16,3,1,1,1,1,9,3,24,1
1,2,3,2,1,1,3,1,3,10,2,24,4113
1,1,54,25,5,1,1,1,1,4,5,1,85
1,2,26,15,1,1,1,1,1,4,3,24,1623
1,1,48,17,5,6,1,1,1,4,6,3,3694
1,2,16,12,3,1,1,1,1,7,3,24,607
1,1,30,8,1,1,1,1,1,8,6,4,2125
3,2,21,7,3,1,1,1,1,8,3,24,167
1,1,27,2,1,8,1,1,1,7,3,1,5264
1,2,5,2,3,1,1,1,1,9,2,24,5263
1,2,73,11,5,1,1,1,1,4,7,24,17304
1,2,9,28,1,5,1,1,2,3,2,24,532
1,1,53,14,3,1,1,1,1,7,7,3,1206
1,2,19,8,1,1,1,1,1,8,3,24,2008
